route,resolution,family,group,name,jp,ko,aliases,state,state_variant,component_index,artwork_rect,artwork_size,artwork_bc_block_rect,processing_rect,processing_size,atlas_clip_rect,boundary_clipped,bc_block_rect,bc_pixel_rect,rect_provenance
common_low,low,standard,5,confirm,決定,결정,[],1,,28,"[582,177,762,256]","[180,79]","[145,44,191,64]","[576,172,768,260]","[192,88]","[576,172,768,260]",False,"[144,43,192,65]","[576,172,768,260]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,5,confirm,決定,결정,[],2,,29,"[774,177,954,256]","[180,79]","[193,44,239,64]","[768,172,960,260]","[192,88]","[768,172,960,260]",False,"[192,43,240,65]","[768,172,960,260]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,5,confirm,決定,결정,[],3,,30,"[966,177,1146,256]","[180,79]","[241,44,287,64]","[960,172,1152,260]","[192,88]","[960,172,1152,260]",False,"[240,43,288,65]","[960,172,1152,260]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,5,confirm,決定,결정,[],4,,31,"[1158,177,1338,256]","[180,79]","[289,44,335,64]","[1152,172,1344,260]","[192,88]","[1152,172,1344,260]",False,"[288,43,336,65]","[1152,172,1344,260]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,5,confirm,決定,결정,[],5,,32,"[1350,177,1530,256]","[180,79]","[337,44,383,64]","[1344,172,1536,260]","[192,88]","[1344,172,1536,260]",False,"[336,43,384,65]","[1344,172,1536,260]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,5,confirm,決定,결정,[],6,,33,"[1542,177,1722,256]","[180,79]","[385,44,431,64]","[1536,172,1728,260]","[192,88]","[1536,172,1728,260]",False,"[384,43,432,65]","[1536,172,1728,260]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,6,reject,拒否,거절,"[""거부""]",1,,25,"[6,181,186,260]","[180,79]","[1,45,47,65]","[0,176,192,264]","[192,88]","[0,176,192,264]",False,"[0,44,48,66]","[0,176,192,264]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,6,reject,拒否,거절,"[""거부""]",2,,37,"[2382,181,2562,260]","[180,79]","[595,45,641,65]","[2376,176,2568,264]","[192,88]","[2376,176,2568,264]",False,"[594,44,642,66]","[2376,176,2568,264]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,6,reject,拒否,거절,"[""거부""]",3,,38,"[2574,181,2754,260]","[180,79]","[643,45,689,65]","[2568,176,2760,264]","[192,88]","[2568,176,2760,264]",False,"[642,44,690,66]","[2568,176,2760,264]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,6,reject,拒否,거절,"[""거부""]",4,,39,"[2766,181,2946,260]","[180,79]","[691,45,737,65]","[2760,176,2952,264]","[192,88]","[2760,176,2952,264]",False,"[690,44,738,66]","[2760,176,2952,264]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,6,reject,拒否,거절,"[""거부""]",5,,40,"[2958,181,3138,260]","[180,79]","[739,45,785,65]","[2952,176,3144,264]","[192,88]","[2952,176,3144,264]",False,"[738,44,786,66]","[2952,176,3144,264]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,6,reject,拒否,거절,"[""거부""]",6,,41,"[3150,181,3330,260]","[180,79]","[787,45,833,65]","[3144,176,3336,264]","[192,88]","[3144,176,3336,264]",False,"[786,44,834,66]","[3144,176,3336,264]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,7,back,戻る,뒤로,[],1,,42,"[3342,181,3522,260]","[180,79]","[835,45,881,65]","[3336,176,3528,264]","[192,88]","[3336,176,3528,264]",False,"[834,44,882,66]","[3336,176,3528,264]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,7,back,戻る,뒤로,[],2,,43,"[3534,181,3714,260]","[180,79]","[883,45,929,65]","[3528,176,3720,264]","[192,88]","[3528,176,3720,264]",False,"[882,44,930,66]","[3528,176,3720,264]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,7,back,戻る,뒤로,[],3,,44,"[3726,181,3906,260]","[180,79]","[931,45,977,65]","[3720,176,3912,264]","[192,88]","[3720,176,3912,264]",False,"[930,44,978,66]","[3720,176,3912,264]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,7,back,戻る,뒤로,[],4,,54,"[1734,261,1914,340]","[180,79]","[433,65,479,85]","[1728,256,1920,344]","[192,88]","[1728,256,1920,344]",False,"[432,64,480,86]","[1728,256,1920,344]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,7,back,戻る,뒤로,[],5,,55,"[1926,261,2106,340]","[180,79]","[481,65,527,85]","[1920,256,2112,344]","[192,88]","[1920,256,2112,344]",False,"[480,64,528,86]","[1920,256,2112,344]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,7,back,戻る,뒤로,[],6,,56,"[2118,261,2298,340]","[180,79]","[529,65,575,85]","[2112,256,2304,344]","[192,88]","[2112,256,2304,344]",False,"[528,64,576,86]","[2112,256,2304,344]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,8,no,いいえ,아니오,[],1,,46,"[198,265,378,344]","[180,79]","[49,66,95,86]","[192,260,384,348]","[192,88]","[192,260,384,348]",False,"[48,65,96,87]","[192,260,384,348]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,8,no,いいえ,아니오,[],2,,47,"[390,265,570,344]","[180,79]","[97,66,143,86]","[384,260,576,348]","[192,88]","[384,260,576,348]",False,"[96,65,144,87]","[384,260,576,348]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,8,no,いいえ,아니오,[],3,,48,"[582,265,762,344]","[180,79]","[145,66,191,86]","[576,260,768,348]","[192,88]","[576,260,768,348]",False,"[144,65,192,87]","[576,260,768,348]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,8,no,いいえ,아니오,[],4,,49,"[774,265,954,344]","[180,79]","[193,66,239,86]","[768,260,960,348]","[192,88]","[768,260,960,348]",False,"[192,65,240,87]","[768,260,960,348]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,8,no,いいえ,아니오,[],5,,50,"[966,265,1146,344]","[180,79]","[241,66,287,86]","[960,260,1152,348]","[192,88]","[960,260,1152,348]",False,"[240,65,288,87]","[960,260,1152,348]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,8,no,いいえ,아니오,[],6,,51,"[1158,265,1338,344]","[180,79]","[289,66,335,86]","[1152,260,1344,348]","[192,88]","[1152,260,1344,348]",False,"[288,65,336,87]","[1152,260,1344,348]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,9,hime,姫,공주,"[""희""]",1,,52,"[1350,265,1530,344]","[180,79]","[337,66,383,86]","[1344,260,1536,348]","[192,88]","[1344,260,1536,348]",False,"[336,65,384,87]","[1344,260,1536,348]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,9,hime,姫,공주,"[""희""]",2,,53,"[1542,265,1722,344]","[180,79]","[385,66,431,86]","[1536,260,1728,348]","[192,88]","[1536,260,1728,348]",False,"[384,65,432,87]","[1536,260,1728,348]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,9,hime,姫,공주,"[""희""]",3,,45,"[6,269,186,348]","[180,79]","[1,67,47,87]","[0,264,192,352]","[192,88]","[0,264,192,352]",False,"[0,66,48,88]","[0,264,192,352]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,9,hime,姫,공주,"[""희""]",4,,57,"[2310,269,2490,348]","[180,79]","[577,67,623,87]","[2304,264,2496,352]","[192,88]","[2304,264,2496,352]",False,"[576,66,624,88]","[2304,264,2496,352]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,9,hime,姫,공주,"[""희""]",5,,58,"[2502,269,2682,348]","[180,79]","[625,67,671,87]","[2496,264,2688,352]","[192,88]","[2496,264,2688,352]",False,"[624,66,672,88]","[2496,264,2688,352]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,9,hime,姫,공주,"[""희""]",6,,59,"[2694,269,2874,348]","[180,79]","[673,67,719,87]","[2688,264,2880,352]","[192,88]","[2688,264,2880,352]",False,"[672,66,720,88]","[2688,264,2880,352]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,10,command,采配する,지휘,[],1,,60,"[2886,269,3066,348]","[180,79]","[721,67,767,87]","[2880,264,3072,352]","[192,88]","[2880,264,3072,352]",False,"[720,66,768,88]","[2880,264,3072,352]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,10,command,采配する,지휘,[],2,,61,"[3078,269,3258,348]","[180,79]","[769,67,815,87]","[3072,264,3264,352]","[192,88]","[3072,264,3264,352]",False,"[768,66,816,88]","[3072,264,3264,352]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,10,command,采配する,지휘,[],3,,62,"[3270,269,3450,348]","[180,79]","[817,67,863,87]","[3264,264,3456,352]","[192,88]","[3264,264,3456,352]",False,"[816,66,864,88]","[3264,264,3456,352]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,10,command,采配する,지휘,[],4,,63,"[3462,269,3642,348]","[180,79]","[865,67,911,87]","[3456,264,3648,352]","[192,88]","[3456,264,3648,352]",False,"[864,66,912,88]","[3456,264,3648,352]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,10,command,采配する,지휘,[],5,,64,"[3654,269,3834,348]","[180,79]","[913,67,959,87]","[3648,264,3840,352]","[192,88]","[3648,264,3840,352]",False,"[912,66,960,88]","[3648,264,3840,352]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,10,command,采配する,지휘,[],6,,65,"[3846,269,4026,348]","[180,79]","[961,67,1007,87]","[3840,264,4032,352]","[192,88]","[3840,264,4032,352]",False,"[960,66,1008,88]","[3840,264,4032,352]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,11,renegotiate,再交渉,재교섭,[],1,,75,"[1734,349,1914,428]","[180,79]","[433,87,479,107]","[1728,344,1920,432]","[192,88]","[1728,344,1920,432]",False,"[432,86,480,108]","[1728,344,1920,432]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,11,renegotiate,再交渉,재교섭,[],2,,68,"[390,353,570,432]","[180,79]","[97,88,143,108]","[384,348,576,436]","[192,88]","[384,348,576,436]",False,"[96,87,144,109]","[384,348,576,436]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,11,renegotiate,再交渉,재교섭,[],3,,77,"[2118,349,2298,428]","[180,79]","[529,87,575,107]","[2112,344,2304,432]","[192,88]","[2112,344,2304,432]",False,"[528,86,576,108]","[2112,344,2304,432]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,11,renegotiate,再交渉,재교섭,[],4,,67,"[198,353,378,432]","[180,79]","[49,88,95,108]","[192,348,384,436]","[192,88]","[192,348,384,436]",False,"[48,87,96,109]","[192,348,384,436]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,11,renegotiate,再交渉,재교섭,[],5,,76,"[1926,349,2106,428]","[180,79]","[481,87,527,107]","[1920,344,2112,432]","[192,88]","[1920,344,2112,432]",False,"[480,86,528,108]","[1920,344,2112,432]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,11,renegotiate,再交渉,재교섭,[],6,,69,"[582,353,762,432]","[180,79]","[145,88,191,108]","[576,348,768,436]","[192,88]","[576,348,768,436]",False,"[144,87,192,109]","[576,348,768,436]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,12,accept,承諾,수락,"[""승낙""]",1,,70,"[774,353,954,432]","[180,79]","[193,88,239,108]","[768,348,960,436]","[192,88]","[768,348,960,436]",False,"[192,87,240,109]","[768,348,960,436]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,12,accept,承諾,수락,"[""승낙""]",2,,71,"[966,353,1146,432]","[180,79]","[241,88,287,108]","[960,348,1152,436]","[192,88]","[960,348,1152,436]",False,"[240,87,288,109]","[960,348,1152,436]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,12,accept,承諾,수락,"[""승낙""]",3,,72,"[1158,353,1338,432]","[180,79]","[289,88,335,108]","[1152,348,1344,436]","[192,88]","[1152,348,1344,436]",False,"[288,87,336,109]","[1152,348,1344,436]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,12,accept,承諾,수락,"[""승낙""]",4,,66,"[6,357,186,436]","[180,79]","[1,89,47,109]","[0,352,192,440]","[192,88]","[0,352,192,440]",False,"[0,88,48,110]","[0,352,192,440]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,12,accept,承諾,수락,"[""승낙""]",5,,74,"[1542,353,1722,432]","[180,79]","[385,88,431,108]","[1536,348,1728,436]","[192,88]","[1536,348,1728,436]",False,"[384,87,432,109]","[1536,348,1728,436]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,12,accept,承諾,수락,"[""승낙""]",6,,73,"[1350,353,1530,432]","[180,79]","[337,88,383,108]","[1344,348,1536,436]","[192,88]","[1344,348,1536,436]",False,"[336,87,384,109]","[1344,348,1536,436]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,13,dispose,処断,처단,[],1,,78,"[2310,357,2490,436]","[180,79]","[577,89,623,109]","[2304,352,2496,440]","[192,88]","[2304,352,2496,440]",False,"[576,88,624,110]","[2304,352,2496,440]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,13,dispose,処断,처단,[],2,,79,"[2502,357,2682,436]","[180,79]","[625,89,671,109]","[2496,352,2688,440]","[192,88]","[2496,352,2688,440]",False,"[624,88,672,110]","[2496,352,2688,440]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,13,dispose,処断,처단,[],3,,80,"[2694,357,2874,436]","[180,79]","[673,89,719,109]","[2688,352,2880,440]","[192,88]","[2688,352,2880,440]",False,"[672,88,720,110]","[2688,352,2880,440]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,13,dispose,処断,처단,[],4,,81,"[2886,357,3066,436]","[180,79]","[721,89,767,109]","[2880,352,3072,440]","[192,88]","[2880,352,3072,440]",False,"[720,88,768,110]","[2880,352,3072,440]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,13,dispose,処断,처단,[],5,,82,"[3078,357,3258,436]","[180,79]","[769,89,815,109]","[3072,352,3264,440]","[192,88]","[3072,352,3264,440]",False,"[768,88,816,110]","[3072,352,3264,440]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,13,dispose,処断,처단,[],6,,83,"[3270,357,3450,436]","[180,79]","[817,89,863,109]","[3264,352,3456,440]","[192,88]","[3264,352,3456,440]",False,"[816,88,864,110]","[3264,352,3456,440]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,14,skip,スキップ,건너뛰기,[],1,,84,"[3462,357,3642,436]","[180,79]","[865,89,911,109]","[3456,352,3648,440]","[192,88]","[3456,352,3648,440]",False,"[864,88,912,110]","[3456,352,3648,440]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,14,skip,スキップ,건너뛰기,[],2,,85,"[3654,357,3834,436]","[180,79]","[913,89,959,109]","[3648,352,3840,440]","[192,88]","[3648,352,3840,440]",False,"[912,88,960,110]","[3648,352,3840,440]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,14,skip,スキップ,건너뛰기,[],3,,86,"[3846,357,4026,436]","[180,79]","[961,89,1007,109]","[3840,352,4032,440]","[192,88]","[3840,352,4032,440]",False,"[960,88,1008,110]","[3840,352,4032,440]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,14,skip,スキップ,건너뛰기,[],4,,96,"[1734,437,1914,516]","[180,79]","[433,109,479,129]","[1728,432,1920,520]","[192,88]","[1728,432,1920,520]",False,"[432,108,480,130]","[1728,432,1920,520]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,14,skip,スキップ,건너뛰기,[],5,,97,"[1926,437,2106,516]","[180,79]","[481,109,527,129]","[1920,432,2112,520]","[192,88]","[1920,432,2112,520]",False,"[480,108,528,130]","[1920,432,2112,520]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,14,skip,スキップ,건너뛰기,[],6,,98,"[2118,437,2298,516]","[180,79]","[529,109,575,129]","[2112,432,2304,520]","[192,88]","[2112,432,2304,520]",False,"[528,108,576,130]","[2112,432,2304,520]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,15,start,開始,시작,"[""개시""]",1,,88,"[198,441,378,520]","[180,79]","[49,110,95,130]","[192,436,384,524]","[192,88]","[192,436,384,524]",False,"[48,109,96,131]","[192,436,384,524]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,15,start,開始,시작,"[""개시""]",2,,89,"[390,441,570,520]","[180,79]","[97,110,143,130]","[384,436,576,524]","[192,88]","[384,436,576,524]",False,"[96,109,144,131]","[384,436,576,524]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,15,start,開始,시작,"[""개시""]",3,,90,"[582,441,762,520]","[180,79]","[145,110,191,130]","[576,436,768,524]","[192,88]","[576,436,768,524]",False,"[144,109,192,131]","[576,436,768,524]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,15,start,開始,시작,"[""개시""]",4,,91,"[774,441,954,520]","[180,79]","[193,110,239,130]","[768,436,960,524]","[192,88]","[768,436,960,524]",False,"[192,109,240,131]","[768,436,960,524]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,15,start,開始,시작,"[""개시""]",5,,92,"[966,441,1146,520]","[180,79]","[241,110,287,130]","[960,436,1152,524]","[192,88]","[960,436,1152,524]",False,"[240,109,288,131]","[960,436,1152,524]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,15,start,開始,시작,"[""개시""]",6,,93,"[1158,441,1338,520]","[180,79]","[289,110,335,130]","[1152,436,1344,524]","[192,88]","[1152,436,1344,524]",False,"[288,109,336,131]","[1152,436,1344,524]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,16,recruit,登用,등용,[],1,,94,"[1350,441,1530,520]","[180,79]","[337,110,383,130]","[1344,436,1536,524]","[192,88]","[1344,436,1536,524]",False,"[336,109,384,131]","[1344,436,1536,524]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,16,recruit,登用,등용,[],2,,95,"[1542,441,1722,520]","[180,79]","[385,110,431,130]","[1536,436,1728,524]","[192,88]","[1536,436,1728,524]",False,"[384,109,432,131]","[1536,436,1728,524]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,16,recruit,登用,등용,[],3,,87,"[6,445,186,524]","[180,79]","[1,111,47,131]","[0,440,192,528]","[192,88]","[0,440,192,528]",False,"[0,110,48,132]","[0,440,192,528]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,16,recruit,登用,등용,[],4,,99,"[2310,445,2490,524]","[180,79]","[577,111,623,131]","[2304,440,2496,528]","[192,88]","[2304,440,2496,528]",False,"[576,110,624,132]","[2304,440,2496,528]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,16,recruit,登用,등용,[],5,,100,"[2502,445,2682,524]","[180,79]","[625,111,671,131]","[2496,440,2688,528]","[192,88]","[2496,440,2688,528]",False,"[624,110,672,132]","[2496,440,2688,528]",detected_stock_alpha_component_plus_background_state_classification
common_low,low,standard,16,recruit,登用,등용,[],6,,101,"[2694,445,2874,524]","[180,79]","[673,111,719,131]","[2688,440,2880,528]","[192,88]","[2688,440,2880,528]",False,"[672,110,720,132]","[2688,440,2880,528]",detected_stock_alpha_component_plus_background_state_classification
