route,edition,resolution,scale,family,group,canonical_source_group,name,jp,ko,state,metadata_record,metadata_rect,metadata_third,logical_rect,logical_size,atlas_clip_rect,boundary_clipped,bc3_block_rect
base_low,base,low,1,base_detail,8,8,enter_castle,入城,입성,6,71,"[420,324,96,88]",0,"[418,318,518,413]","[100,95]","[418,318,518,413]",False,"[104,79,130,104]"
base_low,base,low,1,base_detail,9,9,target,目標,목표,1,72,"[524,324,96,88]",0,"[522,318,622,413]","[100,95]","[522,318,622,413]",False,"[130,79,156,104]"
base_low,base,low,1,base_detail,9,9,target,目標,목표,2,73,"[628,324,96,88]",0,"[626,318,726,413]","[100,95]","[626,318,726,413]",False,"[156,79,182,104]"
base_low,base,low,1,base_detail,9,9,target,目標,목표,3,74,"[732,324,96,88]",0,"[730,318,830,413]","[100,95]","[730,318,830,413]",False,"[182,79,208,104]"
base_low,base,low,1,base_detail,9,9,target,目標,목표,4,75,"[836,324,96,88]",0,"[834,318,934,413]","[100,95]","[834,318,934,413]",False,"[208,79,234,104]"
base_low,base,low,1,base_detail,9,9,target,目標,목표,5,76,"[940,324,96,88]",0,"[938,318,1038,413]","[100,95]","[938,318,1038,413]",False,"[234,79,260,104]"
base_low,base,low,1,base_detail,9,9,target,目標,목표,6,77,"[1044,324,96,88]",0,"[1042,318,1142,413]","[100,95]","[1042,318,1142,413]",False,"[260,79,286,104]"
base_low,base,low,1,base_detail,10,10,storm,強攻,강공,1,78,"[1148,324,96,88]",0,"[1146,318,1246,413]","[100,95]","[1146,318,1246,413]",False,"[286,79,312,104]"
base_low,base,low,1,base_detail,10,10,storm,強攻,강공,2,79,"[1252,324,96,88]",0,"[1250,318,1350,413]","[100,95]","[1250,318,1350,413]",False,"[312,79,338,104]"
base_low,base,low,1,base_detail,10,10,storm,強攻,강공,3,80,"[1356,324,96,88]",0,"[1354,318,1454,413]","[100,95]","[1354,318,1454,413]",False,"[338,79,364,104]"
base_low,base,low,1,base_detail,10,10,storm,強攻,강공,4,81,"[1460,324,96,88]",0,"[1458,318,1558,413]","[100,95]","[1458,318,1558,413]",False,"[364,79,390,104]"
base_low,base,low,1,base_detail,10,10,storm,強攻,강공,5,82,"[1564,324,96,88]",0,"[1562,318,1662,413]","[100,95]","[1562,318,1662,413]",False,"[390,79,416,104]"
base_low,base,low,1,base_detail,10,10,storm,強攻,강공,6,83,"[1668,324,96,88]",0,"[1666,318,1766,413]","[100,95]","[1666,318,1766,413]",False,"[416,79,442,104]"
base_low,base,low,1,base_detail,11,11,encircle,包囲,포위,1,84,"[1772,324,96,88]",0,"[1770,318,1870,413]","[100,95]","[1770,318,1870,413]",False,"[442,79,468,104]"
base_low,base,low,1,base_detail,11,11,encircle,包囲,포위,2,85,"[1876,324,96,88]",0,"[1874,318,1974,413]","[100,95]","[1874,318,1974,413]",False,"[468,79,494,104]"
base_low,base,low,1,base_detail,11,11,encircle,包囲,포위,3,86,"[4,372,96,88]",0,"[2,366,102,461]","[100,95]","[2,366,102,461]",False,"[0,91,26,116]"
base_low,base,low,1,base_detail,11,11,encircle,包囲,포위,4,87,"[108,404,96,88]",0,"[106,398,206,493]","[100,95]","[106,398,206,493]",False,"[26,99,52,124]"
base_low,base,low,1,base_detail,11,11,encircle,包囲,포위,5,88,"[212,420,96,88]",0,"[210,414,310,509]","[100,95]","[210,414,310,509]",False,"[52,103,78,128]"
base_low,base,low,1,base_detail,11,11,encircle,包囲,포위,6,89,"[316,420,96,88]",0,"[314,414,414,509]","[100,95]","[314,414,414,509]",False,"[78,103,104,128]"
base_low,base,low,1,base_detail,12,12,formation,編制,편제,1,90,"[420,420,96,88]",0,"[418,414,518,509]","[100,95]","[418,414,518,509]",False,"[104,103,130,128]"
base_low,base,low,1,base_detail,12,12,formation,編制,편제,2,91,"[524,420,96,88]",0,"[522,414,622,509]","[100,95]","[522,414,622,509]",False,"[130,103,156,128]"
base_low,base,low,1,base_detail,12,12,formation,編制,편제,3,92,"[628,420,96,88]",0,"[626,414,726,509]","[100,95]","[626,414,726,509]",False,"[156,103,182,128]"
base_low,base,low,1,base_detail,12,12,formation,編制,편제,4,93,"[732,420,96,88]",0,"[730,414,830,509]","[100,95]","[730,414,830,509]",False,"[182,103,208,128]"
base_low,base,low,1,base_detail,12,12,formation,編制,편제,5,94,"[836,420,96,88]",0,"[834,414,934,509]","[100,95]","[834,414,934,509]",False,"[208,103,234,128]"
base_low,base,low,1,base_detail,12,12,formation,編制,편제,6,95,"[940,420,96,88]",0,"[938,414,1038,509]","[100,95]","[938,414,1038,509]",False,"[234,103,260,128]"
base_low,base,low,1,base_detail,13,13,battle,合戦,합전,1,96,"[1044,420,96,88]",0,"[1042,414,1142,509]","[100,95]","[1042,414,1142,509]",False,"[260,103,286,128]"
base_low,base,low,1,base_detail,13,13,battle,合戦,합전,2,97,"[1148,420,96,88]",0,"[1146,414,1246,509]","[100,95]","[1146,414,1246,509]",False,"[286,103,312,128]"
base_low,base,low,1,base_detail,13,13,battle,合戦,합전,3,98,"[1252,420,96,88]",0,"[1250,414,1350,509]","[100,95]","[1250,414,1350,509]",False,"[312,103,338,128]"
base_low,base,low,1,base_detail,13,13,battle,合戦,합전,4,99,"[1356,420,96,88]",0,"[1354,414,1454,509]","[100,95]","[1354,414,1454,509]",False,"[338,103,364,128]"
base_low,base,low,1,base_detail,13,13,battle,合戦,합전,5,100,"[1460,420,96,88]",0,"[1458,414,1558,509]","[100,95]","[1458,414,1558,509]",False,"[364,103,390,128]"
base_low,base,low,1,base_detail,13,13,battle,合戦,합전,6,101,"[1564,420,96,88]",0,"[1562,414,1662,509]","[100,95]","[1562,414,1662,509]",False,"[390,103,416,128]"
base_low,base,low,1,base_detail,14,14,cancel_sortie,出陣取消,출진취소,1,102,"[1668,420,96,88]",0,"[1666,414,1766,509]","[100,95]","[1666,414,1766,509]",False,"[416,103,442,128]"
base_low,base,low,1,base_detail,14,14,cancel_sortie,出陣取消,출진취소,2,103,"[1772,420,96,88]",0,"[1770,414,1870,509]","[100,95]","[1770,414,1870,509]",False,"[442,103,468,128]"
base_low,base,low,1,base_detail,14,14,cancel_sortie,出陣取消,출진취소,3,104,"[1876,420,96,88]",0,"[1874,414,1974,509]","[100,95]","[1874,414,1974,509]",False,"[468,103,494,128]"
base_low,base,low,1,base_detail,14,14,cancel_sortie,出陣取消,출진취소,4,105,"[4,468,96,88]",0,"[2,462,102,557]","[100,95]","[2,462,102,557]",False,"[0,115,26,140]"
base_low,base,low,1,base_detail,14,14,cancel_sortie,出陣取消,출진취소,5,106,"[108,500,96,88]",0,"[106,494,206,589]","[100,95]","[106,494,206,589]",False,"[26,123,52,148]"
base_low,base,low,1,base_detail,14,14,cancel_sortie,出陣取消,출진취소,6,107,"[212,516,96,88]",0,"[210,510,310,605]","[100,95]","[210,510,310,605]",False,"[52,127,78,152]"
base_low,base,low,1,base_detail,15,15,disband,解散,해산,1,108,"[316,516,96,88]",0,"[314,510,414,605]","[100,95]","[314,510,414,605]",False,"[78,127,104,152]"
base_low,base,low,1,base_detail,15,15,disband,解散,해산,2,109,"[420,516,96,88]",0,"[418,510,518,605]","[100,95]","[418,510,518,605]",False,"[104,127,130,152]"
base_low,base,low,1,base_detail,15,15,disband,解散,해산,3,110,"[524,516,96,88]",0,"[522,510,622,605]","[100,95]","[522,510,622,605]",False,"[130,127,156,152]"
base_low,base,low,1,base_detail,15,15,disband,解散,해산,4,111,"[628,516,96,88]",0,"[626,510,726,605]","[100,95]","[626,510,726,605]",False,"[156,127,182,152]"
base_low,base,low,1,base_detail,15,15,disband,解散,해산,5,112,"[732,516,96,88]",0,"[730,510,830,605]","[100,95]","[730,510,830,605]",False,"[182,127,208,152]"
base_low,base,low,1,base_detail,15,15,disband,解散,해산,6,113,"[836,516,96,88]",0,"[834,510,934,605]","[100,95]","[834,510,934,605]",False,"[208,127,234,152]"
base_low,base,low,1,base_detail,16,16,close,閉じる,닫기,1,114,"[940,516,96,88]",0,"[938,510,1038,605]","[100,95]","[938,510,1038,605]",False,"[234,127,260,152]"
base_low,base,low,1,base_detail,16,16,close,閉じる,닫기,2,115,"[1044,516,96,88]",0,"[1042,510,1142,605]","[100,95]","[1042,510,1142,605]",False,"[260,127,286,152]"
base_low,base,low,1,base_detail,16,16,close,閉じる,닫기,3,116,"[1148,516,96,88]",0,"[1146,510,1246,605]","[100,95]","[1146,510,1246,605]",False,"[286,127,312,152]"
base_low,base,low,1,base_detail,16,16,close,閉じる,닫기,4,117,"[1252,516,96,88]",0,"[1250,510,1350,605]","[100,95]","[1250,510,1350,605]",False,"[312,127,338,152]"
base_low,base,low,1,base_detail,16,16,close,閉じる,닫기,5,118,"[1356,516,96,88]",0,"[1354,510,1454,605]","[100,95]","[1354,510,1454,605]",False,"[338,127,364,152]"
base_low,base,low,1,base_detail,16,16,close,閉じる,닫기,6,119,"[1460,516,96,88]",0,"[1458,510,1558,605]","[100,95]","[1458,510,1558,605]",False,"[364,127,390,152]"
base_low,base,low,1,base_detail,17,17,edit,編集,편집,1,120,"[1564,516,96,88]",0,"[1562,510,1662,605]","[100,95]","[1562,510,1662,605]",False,"[390,127,416,152]"
base_low,base,low,1,base_detail,17,17,edit,編集,편집,2,121,"[1668,516,96,88]",0,"[1666,510,1766,605]","[100,95]","[1666,510,1766,605]",False,"[416,127,442,152]"
base_low,base,low,1,base_detail,17,17,edit,編集,편집,3,122,"[1772,516,96,88]",0,"[1770,510,1870,605]","[100,95]","[1770,510,1870,605]",False,"[442,127,468,152]"
base_low,base,low,1,base_detail,17,17,edit,編集,편집,4,123,"[1876,516,96,88]",0,"[1874,510,1974,605]","[100,95]","[1874,510,1974,605]",False,"[468,127,494,152]"
base_low,base,low,1,base_detail,17,17,edit,編集,편집,5,124,"[4,564,96,88]",0,"[2,558,102,653]","[100,95]","[2,558,102,653]",False,"[0,139,26,164]"
base_low,base,low,1,base_detail,17,17,edit,編集,편집,6,125,"[108,596,96,88]",0,"[106,590,206,685]","[100,95]","[106,590,206,685]",False,"[26,147,52,172]"
base_low,base,low,1,base_detail,18,18,release,解除,해제,1,126,"[212,612,96,88]",0,"[210,606,310,701]","[100,95]","[210,606,310,701]",False,"[52,151,78,176]"
base_low,base,low,1,base_detail,18,18,release,解除,해제,2,127,"[316,612,96,88]",0,"[314,606,414,701]","[100,95]","[314,606,414,701]",False,"[78,151,104,176]"
base_low,base,low,1,base_detail,18,18,release,解除,해제,3,128,"[420,612,96,88]",0,"[418,606,518,701]","[100,95]","[418,606,518,701]",False,"[104,151,130,176]"
base_low,base,low,1,base_detail,18,18,release,解除,해제,4,129,"[524,612,96,88]",0,"[522,606,622,701]","[100,95]","[522,606,622,701]",False,"[130,151,156,176]"
base_low,base,low,1,base_detail,18,18,release,解除,해제,5,130,"[628,612,96,88]",0,"[626,606,726,701]","[100,95]","[626,606,726,701]",False,"[156,151,182,176]"
base_low,base,low,1,base_detail,18,18,release,解除,해제,6,131,"[732,612,96,88]",0,"[730,606,830,701]","[100,95]","[730,606,830,701]",False,"[182,151,208,176]"
base_low,base,low,1,base_detail,19,19,request_reinforcement,援軍要請,원군요청,1,132,"[836,612,96,88]",0,"[834,606,934,701]","[100,95]","[834,606,934,701]",False,"[208,151,234,176]"
base_low,base,low,1,base_detail,19,19,request_reinforcement,援軍要請,원군요청,2,133,"[940,612,96,88]",0,"[938,606,1038,701]","[100,95]","[938,606,1038,701]",False,"[234,151,260,176]"
base_low,base,low,1,base_detail,19,19,request_reinforcement,援軍要請,원군요청,3,134,"[1044,612,96,88]",0,"[1042,606,1142,701]","[100,95]","[1042,606,1142,701]",False,"[260,151,286,176]"
base_low,base,low,1,base_detail,19,19,request_reinforcement,援軍要請,원군요청,4,135,"[1148,612,96,88]",0,"[1146,606,1246,701]","[100,95]","[1146,606,1246,701]",False,"[286,151,312,176]"
base_low,base,low,1,base_detail,19,19,request_reinforcement,援軍要請,원군요청,5,136,"[1252,612,96,88]",0,"[1250,606,1350,701]","[100,95]","[1250,606,1350,701]",False,"[312,151,338,176]"
base_low,base,low,1,base_detail,19,19,request_reinforcement,援軍要請,원군요청,6,137,"[1356,612,96,88]",0,"[1354,606,1454,701]","[100,95]","[1354,606,1454,701]",False,"[338,151,364,176]"
base_low,base,low,1,base_detail,20,20,cancel_reinforcement,援軍取消,원군취소,1,138,"[1460,612,96,88]",0,"[1458,606,1558,701]","[100,95]","[1458,606,1558,701]",False,"[364,151,390,176]"
base_low,base,low,1,base_detail,20,20,cancel_reinforcement,援軍取消,원군취소,2,139,"[1564,612,96,88]",0,"[1562,606,1662,701]","[100,95]","[1562,606,1662,701]",False,"[390,151,416,176]"
base_low,base,low,1,base_detail,20,20,cancel_reinforcement,援軍取消,원군취소,3,140,"[1668,612,96,88]",0,"[1666,606,1766,701]","[100,95]","[1666,606,1766,701]",False,"[416,151,442,176]"
base_low,base,low,1,base_detail,20,20,cancel_reinforcement,援軍取消,원군취소,4,141,"[1772,612,96,88]",0,"[1770,606,1870,701]","[100,95]","[1770,606,1870,701]",False,"[442,151,468,176]"
base_low,base,low,1,base_detail,20,20,cancel_reinforcement,援軍取消,원군취소,5,142,"[1876,612,96,88]",0,"[1874,606,1974,701]","[100,95]","[1874,606,1974,701]",False,"[468,151,494,176]"
base_low,base,low,1,base_detail,20,20,cancel_reinforcement,援軍取消,원군취소,6,143,"[4,660,96,88]",0,"[2,654,102,749]","[100,95]","[2,654,102,749]",False,"[0,163,26,188]"
base_low,base,low,1,base_detail,21,21,local_clan_info,国衆情報,국인정보,1,144,"[108,692,96,88]",0,"[106,686,206,781]","[100,95]","[106,686,206,781]",False,"[26,171,52,196]"
base_low,base,low,1,base_detail,21,21,local_clan_info,国衆情報,국인정보,2,145,"[212,708,96,88]",0,"[210,702,310,797]","[100,95]","[210,702,310,797]",False,"[52,175,78,200]"
base_low,base,low,1,base_detail,21,21,local_clan_info,国衆情報,국인정보,3,146,"[316,708,96,88]",0,"[314,702,414,797]","[100,95]","[314,702,414,797]",False,"[78,175,104,200]"
base_low,base,low,1,base_detail,21,21,local_clan_info,国衆情報,국인정보,4,147,"[420,708,96,88]",0,"[418,702,518,797]","[100,95]","[418,702,518,797]",False,"[104,175,130,200]"
base_low,base,low,1,base_detail,21,21,local_clan_info,国衆情報,국인정보,5,148,"[524,708,96,88]",0,"[522,702,622,797]","[100,95]","[522,702,622,797]",False,"[130,175,156,200]"
base_low,base,low,1,base_detail,21,21,local_clan_info,国衆情報,국인정보,6,149,"[628,708,96,88]",0,"[626,702,726,797]","[100,95]","[626,702,726,797]",False,"[156,175,182,200]"
base_low,base,low,1,base_detail,22,22,placate_local_clan,国衆懐柔,국인회유,1,150,"[732,708,96,88]",0,"[730,702,830,797]","[100,95]","[730,702,830,797]",False,"[182,175,208,200]"
base_low,base,low,1,base_detail,22,22,placate_local_clan,国衆懐柔,국인회유,2,151,"[836,708,96,88]",0,"[834,702,934,797]","[100,95]","[834,702,934,797]",False,"[208,175,234,200]"
base_low,base,low,1,base_detail,22,22,placate_local_clan,国衆懐柔,국인회유,3,152,"[940,708,96,88]",0,"[938,702,1038,797]","[100,95]","[938,702,1038,797]",False,"[234,175,260,200]"
base_low,base,low,1,base_detail,22,22,placate_local_clan,国衆懐柔,국인회유,4,153,"[1044,708,96,88]",0,"[1042,702,1142,797]","[100,95]","[1042,702,1142,797]",False,"[260,175,286,200]"
base_low,base,low,1,base_detail,22,22,placate_local_clan,国衆懐柔,국인회유,5,154,"[1148,708,96,88]",0,"[1146,702,1246,797]","[100,95]","[1146,702,1246,797]",False,"[286,175,312,200]"
base_low,base,low,1,base_detail,22,22,placate_local_clan,国衆懐柔,국인회유,6,155,"[1252,708,96,88]",0,"[1250,702,1350,797]","[100,95]","[1250,702,1350,797]",False,"[312,175,338,200]"
base_low,base,low,1,base_detail,23,23,absorb_local_clan,国衆取込,국인포섭,1,156,"[1356,708,96,88]",0,"[1354,702,1454,797]","[100,95]","[1354,702,1454,797]",False,"[338,175,364,200]"
base_low,base,low,1,base_detail,23,23,absorb_local_clan,国衆取込,국인포섭,2,157,"[1460,708,96,88]",0,"[1458,702,1558,797]","[100,95]","[1458,702,1558,797]",False,"[364,175,390,200]"
base_low,base,low,1,base_detail,23,23,absorb_local_clan,国衆取込,국인포섭,3,158,"[1564,708,96,88]",0,"[1562,702,1662,797]","[100,95]","[1562,702,1662,797]",False,"[390,175,416,200]"
base_low,base,low,1,base_detail,23,23,absorb_local_clan,国衆取込,국인포섭,4,159,"[1668,708,96,88]",0,"[1666,702,1766,797]","[100,95]","[1666,702,1766,797]",False,"[416,175,442,200]"
base_low,base,low,1,base_detail,23,23,absorb_local_clan,国衆取込,국인포섭,5,160,"[1772,708,96,88]",0,"[1770,702,1870,797]","[100,95]","[1770,702,1870,797]",False,"[442,175,468,200]"
base_low,base,low,1,base_detail,23,23,absorb_local_clan,国衆取込,국인포섭,6,161,"[1876,708,96,88]",0,"[1874,702,1974,797]","[100,95]","[1874,702,1974,797]",False,"[468,175,494,200]"
base_low,base,low,1,base_detail,24,24,castle_info,城情報,성정보,1,162,"[4,756,96,88]",0,"[2,750,102,845]","[100,95]","[2,750,102,845]",False,"[0,187,26,212]"
base_low,base,low,1,base_detail,24,24,castle_info,城情報,성정보,2,163,"[108,788,96,88]",0,"[106,782,206,877]","[100,95]","[106,782,206,877]",False,"[26,195,52,220]"
base_low,base,low,1,base_detail,24,24,castle_info,城情報,성정보,3,164,"[212,804,96,88]",0,"[210,798,310,893]","[100,95]","[210,798,310,893]",False,"[52,199,78,224]"
